Date Essai;14/11/2021;;;;;;;;
Heure Essai;10:21;;;;;;;;
Frequence (Hz);1000.0;;;;;;;;
Fonctionnement;Uhing;;;;;;;;
Type Pilotage;Creneau;;;;;;;;
Nb cycles;1;;;;;;;;
Duree de marche (s);5.00;;;;;;;;
Duree d'arret (s);1.00;;;;;;;;
Vitesse (tr/min);1000.0;;;;;;;;
 ;;;;;;;;;
Nb points de consigne;2001;;;;;;;;
dt consigne;0.003;;;;;;;;
Temps (s);Consigne (tr/min);Vitesse du moteur (tr/min);Vitesse lineaire (mm/s);Courant (A);Angle (deg);Vitesse lineaire calculee (mm/s);Vitesse de glissement (mm/s);Deplacement (mm);Pas (mm)
0.2140;1000.000;1006.546;76.294;5.501;5.715;79.121;2.828;15.401;4.716
0.2150;1000.000;1002.457;76.294;5.501;5.717;78.815;2.522;15.477;4.717
0.2160;1000.000;1002.457;76.294;5.621;5.748;79.258;2.964;15.553;4.744
0.2170;1000.000;1005.670;76.294;5.621;5.752;79.558;3.264;15.630;4.747
0.2180;1000.000;1005.670;82.339;5.621;5.759;79.665;-2.673;15.712;4.753
0.2190;1000.000;1002.457;82.339;5.721;5.778;79.670;-2.668;15.794;4.769
0.2200;1000.000;1000.997;82.339;5.798;5.778;79.554;-2.784;15.877;4.769
0.2210;1000.000;998.855;82.603;5.882;5.778;79.384;-3.219;15.959;4.769
0.2220;1000.000;997.395;82.603;5.882;5.759;79.010;-3.593;16.042;4.753
0.2230;1000.000;997.395;82.603;5.798;5.778;79.268;-3.335;16.124;4.769
0.2240;1000.000;997.395;82.414;5.798;5.759;79.010;-3.404;16.207;4.753
0.2250;1000.000;997.103;81.961;5.755;5.759;78.987;-2.974;16.289;4.753
0.2260;1000.000;995.934;81.961;5.691;5.759;78.894;-3.067;16.371;4.753
0.2270;1000.000;995.934;81.961;5.691;5.746;78.712;-3.249;16.453;4.742
0.2280;1000.000;995.934;79.014;5.617;5.746;78.712;-0.302;16.532;4.742
0.2290;1000.000;996.713;78.334;5.498;5.746;78.774;0.440;16.610;4.742
0.2300;1000.000;998.758;75.047;5.445;5.731;78.722;3.675;16.685;4.729
0.2310;1000.000;998.758;75.047;5.445;5.731;78.722;3.675;16.760;4.729
0.2320;1000.000;999.050;75.047;5.441;5.731;78.745;3.698;16.835;4.729
0.2330;1000.000;1006.740;78.296;5.441;5.718;79.167;0.871;16.914;4.718
0.2340;1000.000;1006.740;78.296;5.441;5.718;79.167;0.871;16.992;4.718
0.2350;1000.000;1013.263;78.296;5.441;5.731;79.865;1.569;17.070;4.729
0.2360;1000.000;1025.334;81.545;5.501;5.740;80.942;-0.603;17.152;4.737
0.2370;1000.000;1025.334;81.545;5.523;5.789;81.645;0.100;17.233;4.778
0.2380;1000.000;1025.334;81.847;5.543;5.789;81.645;-0.203;17.315;4.778
0.2390;1000.000;1013.263;81.847;5.605;5.789;80.683;-1.164;17.397;4.778
0.2400;1000.000;1009.077;81.545;5.605;5.789;80.350;-1.195;17.478;4.778
0.2410;1000.000;1005.475;80.261;5.610;5.785;80.002;-0.259;17.559;4.774
0.2420;1000.000;1004.404;80.261;5.610;5.785;79.917;-0.344;17.639;4.774
0.2430;1000.000;1004.404;80.261;5.610;5.778;79.825;-0.436;17.719;4.769
0.2440;1000.000;999.439;80.261;5.610;5.778;79.430;-0.830;17.800;4.769
0.2450;1000.000;991.846;79.958;5.590;5.764;78.631;-1.328;17.879;4.757
0.2460;1000.000;991.846;80.261;5.590;5.754;78.495;-1.766;17.960;4.748
0.2470;1000.000;991.846;80.261;5.586;5.764;78.631;-1.630;18.040;4.757
0.2480;1000.000;994.279;81.734;5.489;5.754;78.687;-3.047;18.122;4.748
0.2490;1000.000;1000.023;81.734;5.489;5.748;79.066;-2.668;18.203;4.744
0.2500;1000.000;1000.023;82.527;5.560;5.731;78.822;-3.706;18.286;4.729
0.2510;1000.000;1000.510;82.527;5.560;5.734;78.906;-3.622;18.369;4.732
0.2520;1000.000;1003.625;83.623;5.460;5.734;79.152;-4.471;18.452;4.732
0.2530;1000.000;1002.165;83.434;5.460;5.734;79.036;-4.398;18.536;4.732
0.2540;1000.000;1003.625;84.454;5.524;5.734;79.152;-5.303;18.620;4.732
0.2550;1000.000;1008.687;85.474;5.524;5.739;79.612;-5.862;18.706;4.736
0.2560;1000.000;1008.687;84.454;5.524;5.748;79.751;-4.704;18.790;4.744
0.2570;1000.000;1008.687;83.434;5.524;5.755;79.843;-3.591;18.873;4.749
0.2580;1000.000;1005.572;85.474;5.638;5.755;79.596;-5.878;18.959;4.749
0.2590;1000.000;1003.430;85.474;5.656;5.755;79.427;-6.048;19.044;4.749
0.2600;1000.000;1003.430;85.474;5.780;5.755;79.427;-6.048;19.130;4.749
0.2610;1000.000;998.660;80.487;5.780;5.765;79.186;-1.301;19.210;4.758
0.2620;1000.000;998.660;80.487;5.780;5.755;79.049;-1.438;19.291;4.749
0.2630;1000.000;1003.430;82.716;5.780;5.755;79.427;-3.290;19.374;4.749
0.2640;1000.000;998.660;82.716;5.780;5.755;79.049;-3.667;19.456;4.749
0.2650;1000.000;1003.430;79.203;5.764;5.740;79.213;0.010;19.535;4.737
0.2660;1000.000;1006.643;75.916;5.640;5.757;79.712;3.796;19.611;4.751
